_id,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
5131,Mixing Continuous,18:52,18:53,"",0.0,0.0,0.0,0.0,0.0,0.0
5132,Mixing OnTime,18:53,18:59,"",0.0,0.0,0.0,0.0,0.0,0.0
5133,Dosing Default,19:03,19:04,Trough [02-01-152],11.4,7.98,7.69,7.69,7.32,-0.37
5134,Dosing Default,19:04,19:04,Trough [02-01-153],11.4,11.4,12.05,12.05,11.88,-0.17
5135,Dosing Default,19:04,19:04,Trough [02-01-154],9.5,9.5,10.02,10.02,9.52,-0.5
5136,Dosing Default,19:04,19:05,Trough [02-01-155],11.4,6.84,6.87,6.87,6.59,-0.28
5137,Dosing Default,19:05,19:05,Trough [02-01-156],11.4,6.84,7.12,7.12,6.68,-0.44
5138,Dosing Default,19:05,19:05,Trough [02-01-157],11.4,9.12,10.01,10.01,9.48,-0.53
5139,Dosing Default,19:05,19:06,Trough [02-01-158],11.4,9.12,10.1,10.1,10.1,0.0
5140,Dosing Default,19:07,19:07,Trough [02-01-159],11.4,10.26,10.01,10.01,9.9,-0.11
5141,Dosing Default,19:07,19:08,Trough [02-01-160],11.4,8.55,8.94,8.94,8.63,-0.31
5142,Dosing Default,19:13,19:14,Trough [02-01-161],11.4,9.12,9.31,9.31,9.53,0.22
5143,Dosing Default,19:14,19:14,Trough [02-01-162],11.4,9.69,9.97,9.97,9.46,-0.51
5144,Dosing Default,19:14,19:14,Trough [02-01-163],11.4,11.97,11.14,11.14,10.76,-0.38
5145,Dosing Default,19:14,19:15,Trough [02-01-164],11.4,9.12,9.15,9.15,9.16,0.01
5146,Dosing Default,19:15,19:15,Trough [02-01-165],11.4,11.97,12.28,12.28,12.17,-0.11
5147,Dosing Default,19:15,19:15,Trough [02-01-166],11.4,9.69,10.48,10.48,9.47,-1.01
5148,Dosing Default,19:16,19:16,Trough [02-01-167],11.4,9.69,10.83,10.83,10.06,-0.77
5149,Dosing Default,19:16,19:16,Trough [02-01-168],11.4,9.69,9.78,9.78,9.16,-0.62
5150,Dosing Default,19:17,19:17,Trough [02-01-169],11.4,10.26,11.86,11.86,11.11,-0.75
5151,Dosing Default,19:17,19:20,Trough [02-01-170],11.4,6.84,7.34,7.34,6.87,-0.47
5152,Dosing Default,19:22,19:22,Trough [02-01-171],9.5,8.07,7.63,7.63,7.3,-0.33
5153,Dosing Default,19:22,19:22,Trough [02-01-172],11.4,11.4,11.79,11.79,11.22,-0.57
5154,Dosing Default,19:22,19:23,Trough [02-01-173],11.4,11.97,12.46,12.46,11.78,-0.68
5155,Dosing Default,19:23,19:23,Trough [02-01-174],11.4,9.12,9.64,9.64,10.2,0.56
5156,Dosing Default,19:23,19:23,Trough [02-01-175],11.4,9.12,9.2,9.2,8.94,-0.26
5157,Dosing Default,19:23,19:24,Trough [02-01-176],11.4,10.26,10.27,10.27,9.86,-0.41
5158,Dosing Default,19:24,19:24,Trough [02-01-177],11.4,10.26,10.47,10.47,9.9,-0.57
5159,Dosing Default,19:24,19:25,Trough [02-01-178],11.4,9.12,9.94,9.94,9.18,-0.76
5160,Dosing Default,19:25,19:25,Trough [02-01-179],11.4,11.4,11.39,11.39,10.92,-0.47
5161,Dosing Default,19:25,19:25,Trough [02-01-180],11.4,10.83,11.7,11.7,10.71,-0.99
5162,Dosing Default,19:26,19:26,Trough [02-01-181],11.4,7.98,8.26,8.26,7.66,-0.6
5163,Dosing Default,19:26,19:26,Trough [02-01-182],11.4,10.83,11.58,11.58,11.15,-0.43
5164,Dosing Default,19:28,19:28,Trough [02-01-183],11.4,9.12,9.43,9.43,9.12,-0.31
5165,Dosing Default,19:28,19:29,Trough [02-01-184],11.4,10.83,11.41,11.41,11.08,-0.33
5166,Dosing Default,19:29,19:29,Trough [02-01-185],11.4,10.83,10.77,10.77,10.33,-0.44
5167,Dosing Default,19:29,19:29,Trough [02-01-186],11.4,10.26,10.49,10.49,9.8,-0.69
5168,Dosing Default,19:30,19:30,Trough [02-01-187],11.4,11.97,12.09,12.09,11.99,-0.1
5169,Dosing Default,19:30,19:30,Trough [02-01-188],11.4,10.83,11.57,11.57,11.04,-0.53
5170,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
5171,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
5172,Dosing Default,19:30,19:31,Trough [02-01-189],11.4,12.54,13.83,13.83,12.85,-0.98
5173,Dosing Default,19:31,19:31,Trough [02-01-190],11.4,9.12,9.89,9.89,10.44,0.55
5174,Dosing Default,19:31,19:32,Trough [02-01-191],11.4,10.26,10.4,10.4,8.88,-1.52
5175,Dosing Default,19:32,19:32,Trough [02-01-192],11.4,9.12,9.92,9.92,9.23,-0.69
5176,Dosing Default,19:32,19:32,Trough [02-01-193],11.4,9.12,9.22,9.22,8.21,-1.01
5177,Dosing Default,19:32,19:33,Trough [02-01-194],11.4,9.69,10.32,10.32,6.16,-4.16
5178,Dosing Default,19:35,19:35,Trough [01-01-195],11.4,10.26,10.33,10.33,10.14,-0.19
5179,Dosing Default,19:35,19:35,Trough [01-01-196],11.4,9.69,10.15,10.15,9.59,-0.56
5180,Dosing Default,19:35,19:36,Trough [01-01-197],11.4,10.83,11.34,11.34,10.96,-0.38
5181,Dosing Default,19:36,19:36,Trough [01-01-198],11.4,9.69,10.32,10.32,9.73,-0.59
5182,Dosing Default,19:36,19:36,Trough [01-01-199],11.4,10.83,11.06,11.06,10.63,-0.43
5183,Dosing Default,19:36,19:37,Trough [01-01-200],11.4,12.54,12.72,12.72,11.96,-0.76
5184,Dosing Default,19:37,19:37,Trough [01-01-201],11.4,9.12,11.07,11.07,9.83,-1.24
5185,44049                                                                                                                     Status           Finished,"","","","","","","","",""
5186,Recipe,"","","","","","","","",""
5187,Density Dry matter,"","","","","","","","",""
5188,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
5189,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
5190,Loading WeightBased,19:46,19:48,Strobunker 1,54.72,44.47,46.31,43.02,42.7,-0.32
5191,Mixing Continuous,19:46,19:48,"",0.0,0.0,0.0,0.0,0.0,0.0
5192,Loading WeightBased,19:48,19:50,Broksilo 3,553.28,449.63,468.29,435.0,430.49,-4.51
5193,Mixing Continuous,19:48,19:50,"",0.0,0.0,0.0,0.0,0.0,0.0
5194,Mixing OnTime,19:50,19:54,"",0.0,0.0,0.0,0.0,0.0,0.0
5195,Dosing Default,19:56,19:57,Trough [01-01-202],11.4,8.55,8.65,8.65,8.21,-0.44
5196,Dosing Default,19:57,19:57,Trough [01-01-203],11.4,8.55,9.2,9.2,8.62,-0.58
5197,Dosing Default,19:57,19:58,Trough [01-01-204],11.4,10.26,11.26,11.26,10.87,-0.39
5198,Dosing Default,19:58,19:58,Trough [01-01-205],11.4,10.26,11.36,11.36,10.15,-1.21
5199,Dosing Default,19:58,19:58,Trough [01-01-206],11.4,8.55,8.75,8.75,8.11,-0.64
5200,Dosing Default,20:00,20:00,Trough [01-01-207],11.4,10.83,11.36,11.36,10.62,-0.74
5201,Dosing Default,20:00,20:01,Trough [01-01-208],11.4,7.98,8.09,8.09,7.61,-0.48
5202,Dosing Default,20:01,20:01,Trough [01-01-209],9.5,8.07,8.47,8.47,8.01,-0.46
5203,Dosing Default,20:01,20:01,Trough [01-01-210],11.4,10.26,10.7,10.7,10.85,0.15
5204,Dosing Default,20:02,20:02,Trough [01-01-211],11.4,9.12,9.23,9.23,8.85,-0.38
5205,Dosing Default,20:02,20:02,Trough [01-01-212],11.4,7.98,8.37,8.37,8.22,-0.15
5206,Dosing Default,20:02,20:03,Trough [01-01-213],11.4,10.83,10.99,10.99,10.11,-0.88
5207,Dosing Default,20:03,20:03,Trough [01-01-214],11.4,11.97,12.16,12.16,11.15,-1.01
5208,Dosing Default,20:03,20:04,Trough [01-01-215],11.4,11.4,11.8,11.8,11.66,-0.14
5209,Dosing Default,20:04,20:04,Trough [01-01-216],11.4,9.69,10.12,10.12,10.33,0.21
5210,Dosing Default,20:04,20:05,Trough [01-01-217],11.4,7.41,7.93,7.93,6.55,-1.38
5211,Dosing Default,20:05,20:05,Trough [01-01-218],11.4,9.12,9.69,9.69,9.46,-0.23
5212,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
5213,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
5214,Dosing Default,20:07,20:07,Trough [01-01-219],11.4,7.98,7.92,7.92,6.34,-1.58
5215,Dosing Default,20:07,20:07,Trough [01-01-220],11.4,6.27,6.73,6.73,6.83,0.1
5216,Dosing Default,20:07,20:08,Trough [01-01-221],11.4,8.55,8.69,8.69,8.5,-0.19
5217,Dosing Default,20:08,20:08,Trough [01-01-222],11.4,9.69,10.03,10.03,9.15,-0.88
5218,Dosing Default,20:08,20:08,Trough [01-01-223],11.4,10.83,11.19,11.19,10.63,-0.56
5219,Dosing Default,20:08,20:09,Trough [01-01-224],11.4,10.26,10.77,10.77,10.25,-0.52
5220,Dosing Default,20:09,20:09,Trough [01-01-225],11.4,7.98,8.23,8.23,7.36,-0.87
5221,Dosing Default,20:09,20:09,Trough [01-01-226],9.5,6.65,6.99,6.99,6.68,-0.31
5222,Dosing Default,20:10,20:10,Trough [01-01-227],11.4,6.84,7.01,7.01,6.72,-0.29
5223,Dosing Default,20:10,20:10,Trough [01-01-228],11.4,9.69,10.68,10.68,9.87,-0.81
5224,Dosing Default,20:10,20:11,Trough [01-01-229],11.4,7.98,7.85,7.85,8.03,0.18
5225,Dosing Default,20:11,20:11,Trough [01-01-230],11.4,7.98,8.18,8.18,7.55,-0.63
5226,Dosing Default,20:13,20:13,Trough [01-02-231],11.4,10.26,10.69,10.69,10.29,-0.4
5227,Dosing Default,20:13,20:13,Trough [01-02-232],11.4,10.83,11.4,11.4,10.84,-0.56
5228,Dosing Default,20:13,20:14,Trough [01-02-233],11.4,7.98,8.32,8.32,8.16,-0.16
5229,Dosing Default,20:14,20:14,Trough [01-02-234],11.4,8.55,8.95,8.95,8.59,-0.36
5230,Dosing Default,20:14,20:15,Trough [01-02-235],11.4,11.4,11.71,11.71,11.38,-0.33
5231,Dosing Default,20:15,20:15,Trough [01-02-236],11.4,10.26,10.74,10.74,10.3,-0.44
5232,Dosing Default,20:15,20:15,Trough [01-02-237],11.4,10.26,10.44,10.44,9.96,-0.48
5233,Dosing Default,20:15,20:16,Trough [01-02-238],11.4,9.69,10.51,10.51,10.47,-0.04
5234,Dosing Default,20:16,20:16,Trough [01-02-239],11.4,10.26,10.3,10.3,9.15,-1.15
5235,Dosing Default,20:16,20:16,Trough [01-02-240],11.4,10.83,11.36,11.36,11.06,-0.3
5236,Dosing Default,20:17,20:17,Trough [01-02-241],9.5,7.12,8.08,8.08,7.78,-0.3
5237,Dosing Default,20:17,20:17,Trough [01-02-242],11.4,9.69,10.4,10.4,10.01,-0.39
5238,Dosing Default,20:19,20:19,Trough [01-02-243],11.4,6.84,6.87,6.87,7.36,0.49
5239,Dosing Default,20:19,20:19,Trough [01-02-244],11.4,9.69,10.13,10.13,10.44,0.31
5240,Dosing Default,20:20,20:20,Trough [01-02-245],11.4,9.12,9.05,9.05,7.8,-1.25
5241,Dosing Default,20:20,20:20,Trough [01-02-246],11.4,7.98,8.16,8.16,7.69,-0.47
5242,Dosing Default,20:21,20:21,Trough [01-02-247],11.4,10.26,10.67,10.67,10.36,-0.31
5243,Dosing Default,20:21,20:21,Trough [01-02-248],11.4,6.84,7.11,7.11,7.96,0.85
5244,Dosing Default,20:21,20:22,Trough [01-02-249],9.5,9.98,10.88,10.88,10.82,-0.06
5245,Dosing Default,20:22,20:22,Trough [01-02-250],11.4,9.12,9.51,9.51,9.59,0.08
5246,Dosing Default,20:22,20:22,Trough [01-02-251],11.4,8.55,8.57,8.57,7.29,-1.28
5247,Dosing Default,20:23,20:23,Trough [01-02-252],11.4,11.4,12.06,12.06,11.61,-0.45
5248,Dosing Default,20:23,20:23,Trough [01-02-253],11.4,9.69,9.97,9.97,8.59,-1.38
5249,Dosing Default,20:23,20:24,Trough [01-02-254],11.4,7.98,8.19,8.19,7.98,-0.21
5250,Dosing Default,20:25,20:25,Trough [01-02-255],11.4,7.98,8.11,8.11,7.11,-1.0
5251,44050                                                                                                                     Status           Finished,"","","","","","","","",""
5252,Recipe,"","","","","","","","",""
5253,Density Dry matter,"","","","","","","","",""
5254,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
5255,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
5256,Loading WeightBased,20:32,20:34,Strobunker 1,47.37,43.92,45.52,43.76,43.88,0.12
5257,Mixing Continuous,20:33,20:34,"",0.0,0.0,0.0,0.0,0.0,0.0
5258,Loading WeightBased,20:35,20:37,Broksilo 3,478.93,444.09,460.27,442.47,440.9,-1.57
5259,Mixing Continuous,20:35,20:37,"",0.0,0.0,0.0,0.0,0.0,0.0
5260,Mixing OnTime,20:37,20:41,"",0.0,0.0,0.0,0.0,0.0,0.0
5261,Dosing Default,20:41,20:41,Trough [01-02-256],11.4,9.12,8.37,8.37,8.3,-0.07
5262,Dosing Default,20:42,20:42,Trough [01-02-257],11.4,9.12,10.12,10.12,10.4,0.28
5263,Dosing Default,20:42,20:42,Trough [01-02-258],9.5,9.02,9.75,9.75,9.79,0.04
5264,Dosing Default,20:43,20:43,Trough [01-02-259],11.4,10.26,10.47,10.47,10.28,-0.19
5265,Dosing Default,20:43,20:43,Trough [01-02-260],11.4,9.12,8.83,8.83,8.93,0.1
5266,Dosing Default,20:43,20:44,Trough [01-02-261],11.4,12.54,12.78,12.78,12.46,-0.32
5267,Dosing Default,20:44,20:44,Trough [01-02-262],11.4,12.54,13.39,13.39,13.18,-0.21
5268,Dosing Default,20:44,20:44,Trough [01-02-263],11.4,11.4,11.93,11.93,12.83,0.9
5269,Dosing Default,20:44,20:45,Trough [01-02-264],11.4,10.83,11.34,11.34,10.62,-0.72
5270,Dosing Default,20:45,20:45,Trough [01-02-265],9.5,7.12,7.71,7.71,6.54,-1.17
5271,Dosing Default,20:45,20:46,Trough [01-02-266],11.4,9.12,9.64,9.64,8.99,-0.65
5272,Dosing Default,20:47,20:48,Trough [01-02-267],11.4,11.97,12.09,12.09,12.44,0.35
5273,Dosing Default,20:48,20:48,Trough [01-02-268],11.4,10.26,10.63,10.63,10.78,0.15
5274,Dosing Default,20:48,20:48,Trough [01-02-269],11.4,7.98,8.11,8.11,7.67,-0.44
5275,Dosing Default,20:48,20:49,Trough [01-02-270],11.4,10.83,11.1,11.1,9.93,-1.17
5276,Dosing Default,20:49,20:49,Trough [01-02-271],11.4,11.4,11.84,11.84,11.91,0.07
5277,Dosing Default,20:49,20:50,Trough [01-02-272],11.4,11.4,11.28,11.28,10.94,-0.34
5278,Dosing Default,20:50,20:50,Trough [01-02-273],11.4,10.83,11.82,11.82,10.88,-0.94
5279,Dosing Default,20:50,20:50,Trough [01-02-274],11.4,11.4,8.79,8.79,8.53,-0.26
5280,Dosing Default,20:51,20:51,Trough [01-02-275],11.4,9.69,11.34,11.34,10.07,-1.27
5281,Dosing Default,20:51,20:51,Trough [01-02-276],11.4,11.4,12.32,12.32,11.41,-0.91
5282,Dosing Default,20:51,20:52,Trough [01-02-277],11.4,9.12,9.29,9.29,8.59,-0.7
5283,Dosing Default,20:52,20:52,Trough [01-02-278],11.4,10.26,10.84,10.84,10.31,-0.53
5284,Dosing Default,20:54,20:54,Trough [01-02-279],11.4,10.26,10.62,10.62,10.28,-0.34
5285,Dosing Default,20:54,20:54,Trough [01-02-280],11.4,12.54,12.66,12.66,11.88,-0.78
5286,Dosing Default,20:55,20:55,Trough [01-02-281],9.5,10.92,11.58,11.58,11.8,0.22
5287,Dosing Default,20:55,20:55,Trough [01-02-282],11.4,10.26,10.45,10.45,9.98,-0.47
5288,Dosing Default,20:55,20:56,Trough [01-02-283],11.4,11.4,11.8,11.8,11.74,-0.06
5289,Dosing Default,20:56,20:56,Trough [01-02-284],11.4,12.54,12.9,12.9,12.38,-0.52
5290,Dosing Default,20:56,20:56,Trough [01-02-285],11.4,9.69,11.45,11.45,10.89,-0.56
5291,Dosing Default,20:56,20:57,Trough [01-02-286],9.5,10.92,10.96,10.96,10.68,-0.28
5292,Dosing Default,20:57,20:57,Trough [01-02-287],11.4,8.55,9.47,9.47,8.91,-0.56
5293,Dosing Default,20:57,20:57,Trough [01-02-288],11.4,10.26,10.67,10.67,10.08,-0.59
5294,Dosing Default,20:58,20:58,Trough [01-02-289],11.4,11.97,13.45,13.45,12.64,-0.81
5295,Dosing Default,20:58,20:58,Trough [01-02-290],11.4,7.98,8.68,8.68,7.98,-0.7
5296,Dosing Default,21:00,21:00,Trough [01-02-291],11.4,10.83,11.16,11.16,10.6,-0.56
5297,Dosing Default,21:00,21:01,Trough [01-02-292],11.4,9.69,9.9,9.9,9.56,-0.34
5298,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
5299,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
5300,Dosing Default,21:01,21:01,Trough [01-02-293],11.4,9.69,10.18,10.18,9.83,-0.35
5301,Dosing Default,21:02,21:02,Trough [01-02-294],11.4,10.83,11.15,11.15,10.69,-0.46
5302,Dosing Default,21:02,21:02,Trough [01-02-295],11.4,10.83,10.98,10.98,10.68,-0.3
5303,Dosing Default,21:02,21:03,Trough [01-02-296],11.4,11.97,12.26,12.26,11.82,-0.44
5304,Dosing Default,21:03,21:03,Trough [01-02-297],11.4,7.98,8.28,8.28,7.38,-0.9
5305,Dosing Default,21:03,21:03,Trough [01-02-298],11.4,10.26,11.75,11.75,11.3,-0.45
5306,Dosing Default,21:04,21:04,Trough [01-02-299],11.4,6.84,7.04,7.04,6.95,-0.09
5307,Dosing Default,21:04,21:04,Trough [01-02-300],11.4,13.68,12.51,12.51,12.94,0.43
5308,Dosing Default,21:05,21:05,Trough [01-02-301],9.5,9.98,10.51,10.51,8.66,-1.85
5309,Dosing Default,21:05,21:05,Trough [01-02-302],11.4,11.4,11.59,11.59,11.03,-0.56
5310,44063                                                                                                                     Status           Finished,"","","","","","","","",""
5311,Recipe,"","","","","","","","",""
5312,Density Dry matter,"","","","","","","","",""
5313,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
5314,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
5315,Loading WeightBased,05:02,05:05,Strobunker 1,57.47,47.66,49.51,47.73,47.8,0.07
5316,Mixing Continuous,05:03,05:05,"",0.0,0.0,0.0,0.0,0.0,0.0
5317,Loading WeightBased,05:05,05:07,Broksilo 3,581.05,481.92,500.64,482.59,479.7,-2.89
5318,Mixing Continuous,05:05,05:07,"",0.0,0.0,0.0,0.0,0.0,0.0
5319,Mixing OnTime,05:07,05:11,"",0.0,0.0,0.0,0.0,0.0,0.0
5320,Dosing Default,05:15,05:16,Trough [02-09-098],4.08,2.04,1.72,1.72,2.2,0.48
5321,Dosing Default,05:16,05:16,Trough [02-09-099],12.24,7.96,7.91,7.91,6.64,-1.27
5322,Dosing Default,05:16,05:16,Trough [02-09-100],12.24,9.18,9.82,9.82,9.32,-0.5
5323,Dosing Default,05:17,05:17,Trough [02-09-101],12.24,9.79,10.12,10.12,9.86,-0.26
5324,Dosing Default,05:17,05:17,Trough [02-09-102],12.24,10.4,10.22,10.22,9.39,-0.83
5325,Dosing Default,05:17,05:18,Trough [02-09-103],12.24,9.79,9.71,9.71,9.72,0.01
5326,Dosing Default,05:18,05:18,Trough [02-09-104],12.24,9.18,8.83,8.83,9.29,0.46
5327,Dosing Default,05:18,05:18,Trough [02-09-105],12.24,10.4,10.33,10.33,9.84,-0.49
5328,Dosing Default,05:18,05:19,Trough [02-09-106],12.24,12.24,12.82,12.82,12.17,-0.65
5329,Dosing Default,05:19,05:19,Trough [02-09-107],12.24,8.57,9.29,9.29,8.77,-0.52
5330,Dosing Default,05:19,05:19,Trough [02-09-108],12.24,6.12,6.87,6.87,6.55,-0.32
5331,Dosing Default,05:20,05:20,Trough [02-09-109],12.24,9.79,9.61,9.61,8.86,-0.75
5332,Dosing Default,05:20,05:20,Trough [02-09-110],12.24,12.24,13.0,13.0,12.2,-0.8
5333,Dosing Default,05:22,05:22,Trough [02-01-111],12.24,10.4,11.15,11.15,11.15,0.0
5334,Dosing Default,05:22,05:22,Trough [02-01-112],12.24,11.02,10.78,10.78,10.44,-0.34
5335,Dosing Default,05:23,05:23,Trough [02-01-113],12.24,11.63,12.2,12.2,11.94,-0.26
5336,Dosing Default,05:23,05:23,Trough [02-01-114],12.24,9.79,11.63,11.63,11.3,-0.33
5337,Dosing Default,05:23,05:24,Trough [02-01-115],12.24,11.02,10.77,10.77,10.48,-0.29
5338,Dosing Default,05:24,05:24,Trough [02-01-116],12.24,9.79,9.9,9.9,9.88,-0.02
5339,Dosing Default,05:24,05:24,Trough [02-01-117],12.24,9.79,10.19,10.19,9.91,-0.28
5340,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
5341,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
5342,Dosing Default,05:24,05:25,Trough [02-01-118],12.24,11.02,11.92,11.92,11.29,-0.63
5343,Dosing Default,05:25,05:25,Trough [02-01-119],12.24,10.4,10.09,10.09,8.86,-1.23
5344,Dosing Default,05:25,05:25,Trough [02-01-120],12.24,11.63,12.59,12.59,12.12,-0.47
5345,Dosing Default,05:26,05:26,Trough [02-01-121],12.24,12.85,12.94,12.94,11.96,-0.98
5346,Dosing Default,05:26,05:26,Trough [02-01-122],12.24,8.57,9.25,9.25,8.54,-0.71
5347,Dosing Default,05:28,05:28,Trough [02-01-123],12.24,9.18,9.97,9.97,9.63,-0.34
5348,Dosing Default,05:28,05:28,Trough [02-01-124],12.24,7.34,7.62,7.62,7.42,-0.2
5349,Dosing Default,05:29,05:29,Trough [02-01-125],12.24,11.02,11.79,11.79,11.58,-0.21
5350,Dosing Default,05:29,05:29,Trough [02-01-126],12.24,8.57,8.9,8.9,8.59,-0.31
5351,Dosing Default,05:30,05:30,Trough [02-01-127],10.2,9.18,9.48,9.48,9.24,-0.24
5352,Dosing Default,05:30,05:30,Trough [02-01-128],12.24,9.79,10.49,10.49,10.33,-0.16
5353,Dosing Default,05:30,05:31,Trough [02-01-129],12.24,11.63,12.01,12.01,10.93,-1.08
5354,Dosing Default,05:31,05:31,Trough [02-01-130],12.24,12.24,12.66,12.66,12.02,-0.64
5355,Dosing Default,05:31,05:31,Trough [02-01-131],12.24,7.34,7.69,7.69,7.11,-0.58
5356,Dosing Default,05:31,05:32,Trough [02-01-132],12.24,8.57,9.54,9.54,9.31,-0.23
5357,Dosing Default,05:32,05:32,Trough [02-01-133],12.24,11.63,12.28,12.28,11.09,-1.19
5358,Dosing Default,05:32,05:33,Trough [02-01-134],12.24,12.85,12.83,12.83,12.66,-0.17
5359,Dosing Default,05:34,05:34,Trough [02-01-135],12.24,8.57,8.96,8.96,8.24,-0.72
5360,Dosing Default,05:35,05:35,Trough [02-01-136],12.24,8.57,8.72,8.72,8.32,-0.4
5361,Dosing Default,05:35,05:35,Trough [02-01-137],12.24,9.79,10.11,10.11,9.9,-0.21
5362,Dosing Default,05:35,05:35,Trough [02-01-138],12.24,9.79,10.05,10.05,9.52,-0.53
5363,Dosing Default,05:36,05:36,Trough [02-01-139],12.24,10.4,10.24,10.24,9.81,-0.43
5364,Dosing Default,05:36,05:36,Trough [02-01-140],12.24,12.85,13.55,13.55,12.53,-1.02
5365,Dosing Default,05:36,05:37,Trough [02-01-141],12.24,11.02,11.56,11.56,11.07,-0.49
5366,Dosing Default,05:37,05:37,Trough [02-01-142],12.24,8.57,9.39,9.39,8.6,-0.79
5367,Dosing Default,05:37,05:38,Trough [02-01-143],12.24,9.79,9.88,9.88,9.15,-0.73
5368,Dosing Default,05:38,05:38,Trough [02-01-144],12.24,11.02,11.72,11.72,11.33,-0.39
5369,Dosing Default,05:38,05:39,Trough [02-01-145],12.24,9.79,9.96,9.96,9.13,-0.83
5370,Dosing Default,05:39,05:39,Trough [02-01-146],12.24,8.57,9.36,9.36,9.64,0.28
5371,Dosing Default,05:41,05:41,Trough [02-01-147],12.24,12.24,12.52,12.52,12.44,-0.08
5372,Dosing Default,05:41,05:41,Trough [02-01-148],12.24,12.85,13.43,13.43,12.96,-0.47
5373,Dosing Default,05:42,05:42,Trough [02-01-149],12.24,11.63,12.26,12.26,12.1,-0.16
5374,Dosing Default,05:42,05:42,Trough [02-01-150],12.24,9.18,9.55,9.55,9.28,-0.27
5375,44064                                                                                                                     Status           Finished,"","","","","","","","",""
5376,Recipe,"","","","","","","","",""
5377,Density Dry matter,"","","","","","","","",""
5378,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
5379,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
5380,Loading WeightBased,05:51,05:53,Strobunker 1,54.71,47.74,50.09,48.22,48.28,0.06
5381,Mixing Continuous,05:52,05:53,"",0.0,0.0,0.0,0.0,0.0,0.0
5382,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
5383,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
5384,Loading WeightBased,05:54,05:56,Broksilo 3,553.21,482.76,506.48,487.54,488.1,0.56
5385,Mixing Continuous,05:54,05:56,"",0.0,0.0,0.0,0.0,0.0,0.0
5386,Mixing OnTime,05:56,06:00,"",0.0,0.0,0.0,0.0,0.0,0.0
5387,Dosing Default,06:32,06:32,Trough [02-01-151],12.24,9.18,9.52,9.52,9.6,0.08
5388,Dosing Default,06:32,06:32,Trough [02-01-152],12.24,8.57,8.95,8.95,9.34,0.39
5389,Dosing Default,06:32,06:33,Trough [02-01-153],12.24,12.24,12.4,12.4,12.05,-0.35
5390,Dosing Default,06:33,06:33,Trough [02-01-154],10.2,10.2,10.7,10.7,10.75,0.05
5391,Dosing Default,06:33,06:33,Trough [02-01-155],12.24,7.34,7.62,7.62,6.81,-0.81
5392,Dosing Default,06:33,06:34,Trough [02-01-156],12.24,7.34,7.77,7.77,8.09,0.32
5393,Dosing Default,06:34,06:34,Trough [02-01-157],12.24,9.79,10.32,10.32,9.96,-0.36
5394,Dosing Default,06:34,06:34,Trough [02-01-158],12.24,9.79,9.79,9.79,9.24,-0.55
5395,Dosing Default,06:36,06:36,Trough [02-01-159],12.24,11.02,11.12,11.12,10.63,-0.49
5396,Dosing Default,06:36,06:37,Trough [02-01-160],12.24,9.18,9.49,9.49,9.49,0.0
5397,Dosing Default,06:37,06:37,Trough [02-01-161],12.24,9.79,9.57,9.57,9.85,0.28
5398,Dosing Default,06:37,06:37,Trough [02-01-162],12.24,10.4,10.92,10.92,10.89,-0.03
5399,Dosing Default,06:38,06:38,Trough [02-01-163],12.24,12.85,13.24,13.24,13.95,0.71
5400,Dosing Default,06:38,06:38,Trough [02-01-164],12.24,9.79,9.78,9.78,9.49,-0.29
5401,Dosing Default,06:38,06:38,Trough [02-01-165],12.24,12.85,12.96,12.96,12.82,-0.14
5402,Dosing Default,06:38,06:39,Trough [02-01-166],12.24,10.4,11.41,11.41,11.25,-0.16
5403,Dosing Default,06:39,06:39,Trough [02-01-167],12.24,10.4,11.17,11.17,10.58,-0.59
5404,Dosing Default,06:39,06:40,Trough [02-01-168],12.24,10.4,11.03,11.03,10.42,-0.61
5405,Dosing Default,06:40,06:40,Trough [02-01-169],12.24,11.02,11.77,11.77,10.62,-1.15
5406,Dosing Default,06:40,06:41,Trough [02-01-170],12.24,7.34,7.82,7.82,7.44,-0.38
5407,Dosing Default,06:42,06:43,Trough [02-01-171],10.2,8.67,9.0,9.0,9.11,0.11
