_id,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
1951,Loading WeightBased,17:40,17:41,Strobunker 1,52.16,43.25,46.38,44.4,44.59,0.19
1952,Mixing Continuous,17:40,17:41,"",0.0,0.0,0.0,0.0,0.0,0.0
1953,Loading WeightBased,17:42,17:44,Broksilo 4,527.34,437.26,469.0,448.89,447.27,-1.62
1954,Mixing Continuous,17:42,17:44,"",0.0,0.0,0.0,0.0,0.0,0.0
1955,Mixing OnTime,17:44,17:48,"",0.0,0.0,0.0,0.0,0.0,0.0
1956,Dosing Default,17:53,17:53,Trough [02-09-099],11.4,7.98,8.06,8.06,7.53,-0.53
1957,Dosing Default,17:53,17:54,Trough [02-09-100],11.4,9.12,9.01,9.01,8.97,-0.04
1958,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
1959,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
1960,Dosing Default,17:54,17:54,Trough [02-09-101],11.4,9.12,9.33,9.33,9.42,0.09
1961,Dosing Default,17:54,17:54,Trough [02-09-102],11.4,10.83,10.51,10.51,10.32,-0.19
1962,Dosing Default,17:55,17:55,Trough [02-09-103],11.4,9.12,8.6,8.6,8.69,0.09
1963,Dosing Default,17:55,17:55,Trough [02-09-104],11.4,9.12,9.51,9.51,9.47,-0.04
1964,Dosing Default,17:55,17:56,Trough [02-09-105],11.4,10.26,10.77,10.77,10.34,-0.43
1965,Dosing Default,17:56,17:56,Trough [02-09-106],11.4,10.83,11.13,11.13,10.68,-0.45
1966,Dosing Default,17:56,17:56,Trough [02-09-107],11.4,7.98,7.94,7.94,7.25,-0.69
1967,Dosing Default,17:56,17:57,Trough [02-09-108],11.4,6.27,7.44,7.44,6.98,-0.46
1968,Dosing Default,17:57,17:57,Trough [02-09-109],11.4,8.55,9.14,9.14,9.18,0.04
1969,Dosing Default,17:57,17:57,Trough [02-09-110],11.4,8.55,9.01,9.01,8.46,-0.55
1970,Dosing Default,17:59,18:00,Trough [02-01-111],11.4,9.12,9.35,9.35,9.18,-0.17
1971,Dosing Default,18:00,18:00,Trough [02-01-112],11.4,9.12,9.24,9.24,9.18,-0.06
1972,Dosing Default,18:00,18:00,Trough [02-01-113],11.4,9.69,10.21,10.21,9.8,-0.41
1973,Dosing Default,18:00,18:01,Trough [02-01-114],11.4,9.12,9.39,9.39,9.16,-0.23
1974,Dosing Default,18:01,18:01,Trough [02-01-115],11.4,10.83,11.23,11.23,10.5,-0.73
1975,Dosing Default,18:01,18:01,Trough [02-01-116],11.4,10.26,10.52,10.52,10.37,-0.15
1976,Dosing Default,18:02,18:02,Trough [02-01-117],11.4,10.26,10.98,10.98,9.88,-1.1
1977,Dosing Default,18:02,18:02,Trough [02-01-118],11.4,10.26,11.06,11.06,10.48,-0.58
1978,Dosing Default,18:02,18:03,Trough [02-01-119],11.4,9.12,9.95,9.95,9.77,-0.18
1979,Dosing Default,18:03,18:03,Trough [02-01-120],11.4,10.26,10.85,10.85,9.43,-1.42
1980,Dosing Default,18:03,18:03,Trough [02-01-121],11.4,11.4,12.2,12.2,11.65,-0.55
1981,Dosing Default,18:03,18:04,Trough [02-01-122],11.4,7.98,8.9,8.9,8.11,-0.79
1982,Dosing Default,18:06,18:06,Trough [02-01-123],11.4,8.55,8.46,8.46,8.63,0.17
1983,Dosing Default,18:06,18:06,Trough [02-01-124],11.4,6.84,6.89,6.89,7.12,0.23
1984,Dosing Default,18:06,18:07,Trough [02-01-125],11.4,10.26,10.91,10.91,10.42,-0.49
1985,Dosing Default,18:07,18:07,Trough [02-01-126],11.4,7.98,8.32,8.32,8.37,0.05
1986,Dosing Default,18:07,18:07,Trough [02-01-127],9.5,8.55,8.79,8.79,8.32,-0.47
1987,Dosing Default,18:07,18:08,Trough [02-01-128],11.4,10.26,11.05,11.05,10.77,-0.28
1988,Dosing Default,18:08,18:08,Trough [02-01-129],11.4,9.69,10.76,10.76,10.04,-0.72
1989,Dosing Default,18:08,18:08,Trough [02-01-130],11.4,11.97,12.71,12.71,12.0,-0.71
1990,Dosing Default,18:09,18:09,Trough [02-01-131],11.4,7.41,7.93,7.93,7.79,-0.14
1991,Dosing Default,18:09,18:09,Trough [02-01-132],11.4,8.55,9.18,9.18,9.1,-0.08
1992,Dosing Default,18:09,18:10,Trough [02-01-133],11.4,11.4,11.66,11.66,10.43,-1.23
1993,Dosing Default,18:10,18:10,Trough [02-01-134],11.4,11.4,12.1,12.1,11.32,-0.78
1994,Dosing Default,18:12,18:12,Trough [02-01-135],11.4,7.98,8.24,8.24,7.93,-0.31
1995,Dosing Default,18:12,18:12,Trough [02-01-136],11.4,7.98,11.97,11.97,11.76,-0.21
1996,Dosing Default,18:12,18:13,Trough [02-01-137],11.4,9.69,12.74,12.74,12.39,-0.35
1997,Dosing Default,18:13,18:13,Trough [02-01-138],11.4,9.12,9.67,9.67,9.52,-0.15
1998,Dosing Default,18:13,18:13,Trough [02-01-139],11.4,10.26,10.63,10.63,10.36,-0.27
1999,Dosing Default,18:14,18:14,Trough [02-01-140],11.4,10.83,10.96,10.96,10.43,-0.53
2000,Dosing Default,18:14,18:14,Trough [02-01-141],11.4,10.26,11.16,11.16,10.62,-0.54
2001,Dosing Default,18:14,18:14,Trough [02-01-142],11.4,8.55,11.88,11.88,11.34,-0.54
2002,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2003,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2004,Dosing Default,18:15,18:15,Trough [02-01-143],11.4,7.98,11.97,11.97,11.96,-0.01
2005,Dosing Default,18:15,18:15,Trough [02-01-144],11.4,10.26,10.75,10.75,10.05,-0.7
2006,Dosing Default,18:16,18:16,Trough [02-01-145],11.4,9.12,9.38,9.38,8.84,-0.54
2007,Dosing Default,18:16,18:16,Trough [02-01-146],11.4,8.55,9.53,9.53,9.08,-0.45
2008,Dosing Default,18:18,18:18,Trough [02-01-147],11.4,10.26,10.7,10.7,10.6,-0.1
2009,Dosing Default,18:18,18:18,Trough [02-01-148],11.4,10.26,10.67,10.67,10.26,-0.41
2010,Dosing Default,18:19,18:19,Trough [02-01-149],11.4,11.4,12.03,12.03,11.83,-0.2
2011,44341                                                                                                                     Status           Finished,"","","","","","","","",""
2012,Recipe,"","","","","","","","",""
2013,Density Dry matter,"","","","","","","","",""
2014,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2015,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2016,Loading WeightBased,18:31,18:32,Strobunker 1,51.47,44.49,46.32,44.68,44.63,-0.05
2017,Mixing Continuous,18:31,18:32,"",0.0,0.0,0.0,0.0,0.0,0.0
2018,Loading WeightBased,18:33,18:35,Broksilo 4,520.43,449.89,468.38,451.81,451.02,-0.79
2019,Mixing Continuous,18:33,18:35,"",0.0,0.0,0.0,0.0,0.0,0.0
2020,Mixing OnTime,18:35,18:39,"",0.0,0.0,0.0,0.0,0.0,0.0
2021,Dosing Default,18:44,18:44,Trough [02-01-150],9.5,7.12,7.48,7.48,7.1,-0.38
2022,Dosing Default,18:44,18:44,Trough [02-01-151],11.4,7.98,7.72,7.72,7.38,-0.34
2023,Dosing Default,18:44,18:45,Trough [02-01-152],11.4,9.12,9.68,9.68,9.39,-0.29
2024,Dosing Default,18:45,18:45,Trough [02-01-153],11.4,10.83,11.32,11.32,10.79,-0.53
2025,Dosing Default,18:45,18:45,Trough [02-01-154],9.5,10.45,10.64,10.64,9.38,-1.26
2026,Dosing Default,18:46,18:46,Trough [02-01-155],11.4,6.84,6.85,6.85,5.86,-0.99
2027,Dosing Default,18:46,18:46,Trough [02-01-156],11.4,7.98,8.59,8.59,8.03,-0.56
2028,Dosing Default,18:46,18:47,Trough [02-01-157],11.4,9.69,10.48,10.48,10.34,-0.14
2029,Dosing Default,18:47,18:47,Trough [02-01-158],9.5,7.6,7.76,7.76,7.01,-0.75
2030,Dosing Default,18:49,18:49,Trough [02-01-159],9.5,8.55,8.52,8.52,8.63,0.11
2031,Dosing Default,18:49,18:49,Trough [02-01-160],11.4,8.55,8.95,8.95,9.36,0.41
2032,Dosing Default,18:49,18:50,Trough [02-01-161],11.4,9.69,9.46,9.46,8.05,-1.41
2033,Dosing Default,18:50,18:50,Trough [02-01-162],11.4,9.69,9.85,9.85,10.64,0.79
2034,Dosing Default,18:50,18:51,Trough [02-01-163],11.4,11.97,11.6,11.6,9.4,-2.2
2035,Dosing Default,18:51,18:51,Trough [02-01-164],11.4,9.12,9.4,9.4,8.98,-0.42
2036,Dosing Default,18:51,18:51,Trough [02-01-165],11.4,11.97,11.66,11.66,11.62,-0.04
2037,Dosing Default,18:51,18:51,Trough [02-01-166],11.4,10.26,10.97,10.97,10.6,-0.37
2038,Dosing Default,18:52,18:52,Trough [02-01-167],11.4,9.12,9.48,9.48,7.61,-1.87
2039,Dosing Default,18:52,18:52,Trough [02-01-168],11.4,10.26,11.45,11.45,10.35,-1.1
2040,Dosing Default,18:53,18:53,Trough [02-01-169],11.4,10.26,9.21,9.21,8.24,-0.97
2041,Dosing Default,18:53,18:53,Trough [02-01-170],11.4,7.41,7.87,7.87,8.14,0.27
2042,Dosing Default,18:55,18:55,Trough [02-01-171],9.5,8.07,8.28,8.28,7.95,-0.33
2043,Dosing Default,18:55,18:56,Trough [02-01-172],11.4,11.4,12.27,12.27,11.58,-0.69
2044,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2045,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2046,Dosing Default,18:56,18:56,Trough [02-01-173],11.4,10.26,10.75,10.75,10.99,0.24
2047,Dosing Default,18:56,18:56,Trough [02-01-174],11.4,8.55,9.29,9.29,9.29,0.0
2048,Dosing Default,18:57,18:57,Trough [02-01-175],11.4,9.12,9.1,9.1,8.44,-0.66
2049,Dosing Default,18:57,18:57,Trough [02-01-176],11.4,9.12,9.43,9.43,9.29,-0.14
2050,Dosing Default,18:57,18:58,Trough [02-01-177],11.4,10.83,12.3,12.3,11.78,-0.52
2051,Dosing Default,18:58,18:58,Trough [02-01-178],11.4,9.69,11.26,11.26,10.17,-1.09
2052,Dosing Default,18:58,18:58,Trough [02-01-179],11.4,10.26,10.52,10.52,10.68,0.16
2053,Dosing Default,18:58,18:59,Trough [02-01-180],11.4,11.4,12.63,12.63,11.88,-0.75
2054,Dosing Default,18:59,18:59,Trough [02-01-181],11.4,8.55,9.59,9.59,8.66,-0.93
2055,Dosing Default,18:59,19:00,Trough [02-01-182],11.4,9.12,8.47,8.47,8.12,-0.35
2056,Dosing Default,19:01,19:02,Trough [02-01-183],11.4,9.12,9.65,9.65,9.5,-0.15
2057,Dosing Default,19:02,19:02,Trough [02-01-184],11.4,9.12,9.47,9.47,9.2,-0.27
2058,Dosing Default,19:02,19:02,Trough [02-01-185],11.4,9.69,10.22,10.22,9.89,-0.33
2059,Dosing Default,19:03,19:03,Trough [02-01-186],11.4,10.26,10.88,10.88,10.53,-0.35
2060,Dosing Default,19:03,19:03,Trough [02-01-187],11.4,11.4,11.68,11.68,11.28,-0.4
2061,Dosing Default,19:03,19:03,Trough [02-01-188],11.4,10.26,10.68,10.68,10.17,-0.51
2062,Dosing Default,19:04,19:04,Trough [02-01-189],11.4,12.54,13.33,13.33,12.44,-0.89
2063,Dosing Default,19:04,19:04,Trough [02-01-190],11.4,9.12,9.92,9.92,9.62,-0.3
2064,Dosing Default,19:05,19:05,Trough [02-01-191],11.4,10.26,10.42,10.42,10.0,-0.42
2065,Dosing Default,19:05,19:05,Trough [02-01-192],11.4,8.55,9.27,9.27,9.07,-0.2
2066,Dosing Default,19:05,19:06,Trough [02-01-193],11.4,9.12,9.44,9.44,8.72,-0.72
2067,Dosing Default,19:06,19:06,Trough [02-01-194],11.4,9.69,10.54,10.54,10.12,-0.42
2068,Dosing Default,19:08,19:08,Trough [01-01-195],11.4,10.26,10.57,10.57,9.93,-0.64
2069,Dosing Default,19:08,19:08,Trough [01-01-196],11.4,9.12,9.33,9.33,9.01,-0.32
2070,Dosing Default,19:09,19:09,Trough [01-01-197],11.4,10.83,11.38,11.38,10.86,-0.52
2071,Dosing Default,19:09,19:09,Trough [01-01-198],11.4,10.26,10.4,10.4,10.07,-0.33
2072,Dosing Default,19:09,19:10,Trough [01-01-199],11.4,11.4,11.79,11.79,11.48,-0.31
2073,Dosing Default,19:10,19:10,Trough [01-01-200],11.4,12.54,12.92,12.92,12.4,-0.52
2074,44342                                                                                                                     Status           Finished,"","","","","","","","",""
2075,Recipe,"","","","","","","","",""
2076,Density Dry matter,"","","","","","","","",""
2077,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2078,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2079,Loading WeightBased,19:20,19:22,Strobunker 1,54.89,44.77,46.63,44.49,44.32,-0.17
2080,Mixing Continuous,19:20,19:22,"",0.0,0.0,0.0,0.0,0.0,0.0
2081,Loading WeightBased,19:23,19:24,Broksilo 4,555.01,452.65,471.48,449.83,452.1,2.27
2082,Mixing Continuous,19:23,19:24,"",0.0,0.0,0.0,0.0,0.0,0.0
2083,Mixing OnTime,19:24,19:28,"",0.0,0.0,0.0,0.0,0.0,0.0
2084,Dosing Default,19:32,19:32,Trough [01-01-201],11.4,8.55,8.8,8.8,8.67,-0.13
2085,Dosing Default,19:32,19:32,Trough [01-01-202],9.5,8.07,8.1,8.1,7.83,-0.27
2086,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2087,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2088,Dosing Default,19:33,19:33,Trough [01-01-203],11.4,6.84,7.61,7.61,7.11,-0.5
2089,Dosing Default,19:33,19:33,Trough [01-01-204],11.4,10.26,10.51,10.51,10.08,-0.43
2090,Dosing Default,19:33,19:34,Trough [01-01-205],11.4,10.26,10.66,10.66,10.63,-0.03
2091,Dosing Default,19:34,19:34,Trough [01-01-206],11.4,7.98,8.38,8.38,8.36,-0.02
2092,Dosing Default,19:36,19:36,Trough [01-01-207],11.4,11.4,12.06,12.06,10.73,-1.33
2093,Dosing Default,19:36,19:36,Trough [01-01-208],11.4,7.98,8.23,8.23,7.47,-0.76
2094,Dosing Default,19:37,19:37,Trough [01-01-209],9.5,7.6,8.14,8.14,7.65,-0.49
2095,Dosing Default,19:37,19:37,Trough [01-01-210],11.4,10.83,10.72,10.72,10.28,-0.44
2096,Dosing Default,19:37,19:38,Trough [01-01-211],11.4,9.12,9.82,9.82,9.99,0.17
2097,Dosing Default,19:38,19:38,Trough [01-01-212],11.4,7.98,8.01,8.01,7.17,-0.84
2098,Dosing Default,19:38,19:38,Trough [01-01-213],11.4,10.26,10.5,10.5,10.67,0.17
2099,Dosing Default,19:38,19:39,Trough [01-01-214],11.4,10.83,11.26,11.26,10.72,-0.54
2100,Dosing Default,19:39,19:39,Trough [01-01-215],9.5,7.12,7.75,7.75,6.92,-0.83
2101,Dosing Default,19:39,19:39,Trough [01-01-216],11.4,9.69,10.34,10.34,9.87,-0.47
2102,Dosing Default,19:40,19:40,Trough [01-01-217],11.4,7.98,8.54,8.54,8.08,-0.46
2103,Dosing Default,19:40,19:40,Trough [01-01-218],11.4,9.12,9.46,9.46,8.64,-0.82
2104,Dosing Default,19:42,19:42,Trough [01-01-219],11.4,8.55,8.88,8.88,9.07,0.19
2105,Dosing Default,19:42,19:43,Trough [01-01-220],11.4,6.27,6.7,6.7,6.96,0.26
2106,Dosing Default,19:43,19:43,Trough [01-01-221],11.4,8.55,9.02,9.02,8.71,-0.31
2107,Dosing Default,19:43,19:43,Trough [01-01-222],11.4,9.69,10.62,10.62,10.1,-0.52
2108,Dosing Default,19:44,19:44,Trough [01-01-223],11.4,10.83,11.08,11.08,10.75,-0.33
2109,Dosing Default,19:44,19:44,Trough [01-01-224],11.4,10.83,12.26,12.26,11.74,-0.52
2110,Dosing Default,19:44,19:45,Trough [01-01-225],11.4,7.98,7.01,7.01,6.26,-0.75
2111,Dosing Default,19:45,19:45,Trough [01-01-226],9.5,6.65,6.95,6.95,6.23,-0.72
2112,Dosing Default,19:45,19:45,Trough [01-01-227],11.4,7.41,7.34,7.34,7.22,-0.12
2113,Dosing Default,19:45,19:46,Trough [01-01-228],11.4,9.69,9.84,9.84,9.78,-0.06
2114,Dosing Default,19:46,19:46,Trough [01-01-229],11.4,8.55,8.62,8.62,8.4,-0.22
2115,Dosing Default,19:46,19:46,Trough [01-01-230],11.4,7.98,8.04,8.04,7.76,-0.28
2116,Dosing Default,19:48,19:49,Trough [01-02-231],11.4,10.83,11.49,11.49,10.59,-0.9
2117,Dosing Default,19:49,19:49,Trough [01-02-232],11.4,10.83,11.17,11.17,11.05,-0.12
2118,Dosing Default,19:49,19:49,Trough [01-02-233],11.4,8.55,8.09,8.09,7.29,-0.8
2119,Dosing Default,19:49,19:50,Trough [01-02-234],11.4,9.12,9.38,9.38,8.89,-0.49
2120,Dosing Default,19:50,19:50,Trough [01-02-235],11.4,11.4,12.43,12.43,12.12,-0.31
2121,Dosing Default,19:50,19:50,Trough [01-02-236],11.4,10.26,10.24,10.24,9.99,-0.25
2122,Dosing Default,19:51,19:51,Trough [01-02-237],11.4,11.4,12.8,12.8,12.25,-0.55
2123,Dosing Default,19:51,19:51,Trough [01-02-238],9.5,8.07,8.54,8.54,8.4,-0.14
2124,Dosing Default,19:51,19:52,Trough [01-02-239],9.5,8.55,9.2,9.2,8.8,-0.4
2125,Dosing Default,19:52,19:52,Trough [01-02-240],11.4,11.4,11.96,11.96,11.15,-0.81
2126,Dosing Default,19:52,19:52,Trough [01-02-241],9.5,7.6,8.04,8.04,7.98,-0.06
2127,Dosing Default,19:52,19:53,Trough [01-02-242],11.4,9.69,10.33,10.33,9.38,-0.95
2128,Dosing Default,19:54,19:55,Trough [01-02-243],11.4,7.41,7.45,7.45,7.96,0.51
2129,Dosing Default,19:55,19:55,Trough [01-02-244],11.4,9.69,9.94,9.94,9.8,-0.14
2130,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2131,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2132,Dosing Default,19:55,19:56,Trough [01-02-245],9.5,8.55,8.43,8.43,8.18,-0.25
2133,Dosing Default,19:56,19:56,Trough [01-02-246],11.4,7.98,8.06,8.06,12.08,4.02
2134,Dosing Default,19:56,19:56,Trough [01-02-247],11.4,10.26,11.03,11.03,4.68,-6.35
2135,Dosing Default,19:56,19:57,Trough [01-02-248],11.4,7.98,8.35,8.35,7.3,-1.05
2136,Dosing Default,19:57,19:57,Trough [01-02-249],9.5,9.98,10.35,10.35,9.66,-0.69
2137,Dosing Default,19:57,19:57,Trough [01-02-250],11.4,9.69,10.1,10.1,10.1,0.0
2138,Dosing Default,19:58,19:58,Trough [01-02-251],11.4,7.98,8.45,8.45,7.33,-1.12
2139,Dosing Default,19:58,19:58,Trough [01-02-252],11.4,10.26,10.82,10.82,7.3,-3.52
2140,Dosing Default,19:58,19:59,Trough [01-02-253],11.4,9.12,9.37,9.37,10.41,1.04
2141,Dosing Default,19:59,19:59,Trough [01-02-254],11.4,8.55,8.79,8.79,8.3,-0.49
2142,Dosing Default,20:01,20:01,Trough [01-02-255],11.4,7.41,8.06,8.06,8.1,0.04
2143,44343                                                                                                                     Status           Finished,"","","","","","","","",""
2144,Recipe,"","","","","","","","",""
2145,Density Dry matter,"","","","","","","","",""
2146,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2147,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2148,Loading WeightBased,20:09,20:11,Strobunker 1,47.37,44.07,46.19,43.73,43.71,-0.02
2149,Mixing Continuous,20:09,20:11,"",0.0,0.0,0.0,0.0,0.0,0.0
2150,Loading WeightBased,20:12,20:13,Broksilo 4,478.93,445.56,467.04,442.18,451.4,9.22
2151,Mixing Continuous,20:12,20:13,"",0.0,0.0,0.0,0.0,0.0,0.0
2152,Mixing OnTime,20:13,20:17,"",0.0,0.0,0.0,0.0,0.0,0.0
2153,Dosing Default,20:18,20:19,Trough [01-02-256],11.4,9.69,9.87,9.87,9.73,-0.14
2154,Dosing Default,20:19,20:19,Trough [01-02-257],11.4,9.69,9.88,9.88,9.42,-0.46
2155,Dosing Default,20:19,20:19,Trough [01-02-258],9.5,9.02,8.76,8.76,8.44,-0.32
2156,Dosing Default,20:20,20:20,Trough [01-02-259],11.4,9.69,10.3,10.3,10.23,-0.07
2157,Dosing Default,20:20,20:20,Trough [01-02-260],11.4,9.69,10.29,10.29,9.44,-0.85
2158,Dosing Default,20:20,20:20,Trough [01-02-261],11.4,12.54,12.81,12.81,12.6,-0.21
2159,Dosing Default,20:21,20:21,Trough [01-02-262],11.4,11.97,12.52,12.52,12.54,0.02
2160,Dosing Default,20:21,20:21,Trough [01-02-263],11.4,11.4,11.94,11.94,11.48,-0.46
2161,Dosing Default,20:21,20:22,Trough [01-02-264],11.4,10.83,11.47,11.47,11.14,-0.33
2162,Dosing Default,20:22,20:22,Trough [01-02-265],9.5,7.6,7.86,7.86,7.22,-0.64
2163,Dosing Default,20:22,20:22,Trough [01-02-266],11.4,9.69,10.57,10.57,10.74,0.17
2164,Dosing Default,20:24,20:25,Trough [01-02-267],11.4,11.4,11.42,11.42,10.39,-1.03
2165,Dosing Default,20:25,20:25,Trough [01-02-268],11.4,9.12,9.29,9.29,8.57,-0.72
2166,Dosing Default,20:25,20:25,Trough [01-02-269],11.4,7.98,8.3,8.3,8.4,0.1
2167,Dosing Default,20:25,20:26,Trough [01-02-270],11.4,10.83,11.14,11.14,11.36,0.22
2168,Dosing Default,20:26,20:26,Trough [01-02-271],11.4,11.4,11.81,11.81,11.64,-0.17
2169,Dosing Default,20:26,20:26,Trough [01-02-272],11.4,11.4,12.11,12.11,11.29,-0.82
2170,Dosing Default,20:27,20:27,Trough [01-02-273],11.4,11.4,12.08,12.08,11.48,-0.6
2171,Dosing Default,20:27,20:27,Trough [01-02-274],11.4,11.4,12.13,12.13,11.57,-0.56
2172,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2173,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2174,Dosing Default,20:27,20:27,Trough [01-02-275],11.4,10.26,10.82,10.82,10.07,-0.75
2175,Dosing Default,20:28,20:28,Trough [01-02-276],11.4,11.4,11.85,11.85,11.22,-0.63
2176,Dosing Default,20:28,20:28,Trough [01-02-277],11.4,9.12,9.97,9.97,9.64,-0.33
2177,Dosing Default,20:28,20:29,Trough [01-02-278],11.4,10.83,11.31,11.31,10.74,-0.57
2178,Dosing Default,20:30,20:31,Trough [01-02-279],11.4,10.26,10.92,10.92,10.88,-0.04
2179,Dosing Default,20:31,20:31,Trough [01-02-280],11.4,12.54,13.03,13.03,12.43,-0.6
2180,Dosing Default,20:31,20:31,Trough [01-02-281],9.5,10.92,11.51,11.51,11.14,-0.37
2181,Dosing Default,20:31,20:32,Trough [01-02-282],11.4,10.26,10.6,10.6,10.2,-0.4
2182,Dosing Default,20:32,20:32,Trough [01-02-283],11.4,11.97,13.37,13.37,13.13,-0.24
2183,Dosing Default,20:32,20:32,Trough [01-02-284],11.4,10.26,10.8,10.8,10.36,-0.44
2184,Dosing Default,20:33,20:33,Trough [01-02-285],11.4,10.26,11.02,11.02,10.45,-0.57
2185,Dosing Default,20:33,20:33,Trough [01-02-286],9.5,10.92,11.56,11.56,10.84,-0.72
2186,Dosing Default,20:34,20:34,Trough [01-02-287],11.4,9.12,9.79,9.79,9.93,0.14
2187,Dosing Default,20:34,20:34,Trough [01-02-288],11.4,10.83,11.55,11.55,10.8,-0.75
2188,Dosing Default,20:34,20:35,Trough [01-02-289],11.4,11.97,12.46,12.46,12.2,-0.26
2189,Dosing Default,20:35,20:35,Trough [01-02-290],11.4,7.98,8.66,8.66,8.02,-0.64
2190,Dosing Default,20:37,20:37,Trough [01-02-291],11.4,10.83,10.99,10.99,10.8,-0.19
2191,Dosing Default,20:37,20:37,Trough [01-02-292],11.4,9.69,9.9,9.9,9.28,-0.62
2192,Dosing Default,20:38,20:38,Trough [01-02-293],11.4,9.69,10.12,10.12,9.31,-0.81
2193,Dosing Default,20:38,20:38,Trough [01-02-294],11.4,10.83,11.46,11.46,10.99,-0.47
2194,Dosing Default,20:38,20:39,Trough [01-02-295],11.4,10.26,10.74,10.74,10.47,-0.27
2195,Dosing Default,20:39,20:39,Trough [01-02-296],11.4,11.97,12.47,12.47,12.23,-0.24
2196,Dosing Default,20:39,20:40,Trough [01-02-297],11.4,8.55,9.33,9.33,8.84,-0.49
2197,Dosing Default,20:40,20:40,Trough [01-02-298],11.4,10.26,10.55,10.55,9.65,-0.9
2198,Dosing Default,20:40,20:40,Trough [01-02-299],11.4,6.84,6.96,6.96,6.79,-0.17
2199,Dosing Default,20:40,20:41,Trough [01-02-300],11.4,13.68,14.76,14.76,14.24,-0.52
2200,Dosing Default,20:41,20:41,Trough [01-02-301],9.5,9.98,10.13,10.13,9.6,-0.53
2201,Dosing Default,20:41,20:41,Trough [01-02-302],11.4,11.4,12.04,12.04,11.71,-0.33
2202,44354                                                                                                                     Status           Finished,"","","","","","","","",""
2203,Recipe,"","","","","","","","",""
2204,Density Dry matter,"","","","","","","","",""
2205,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2206,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2207,Loading WeightBased,05:03,05:05,Strobunker 1,58.02,47.89,49.69,47.08,47.05,-0.03
2208,Mixing Continuous,05:03,05:05,"",0.0,0.0,0.0,0.0,0.0,0.0
2209,Loading WeightBased,05:07,05:08,Broksilo 4,586.62,484.24,502.46,476.06,496.88,20.82
2210,Mixing Continuous,05:07,05:08,"",0.0,0.0,0.0,0.0,0.0,0.0
2211,Mixing OnTime,05:08,05:12,"",0.0,0.0,0.0,0.0,0.0,0.0
2212,Dosing Default,05:17,05:18,Trough [02-09-099],12.24,8.57,9.1,9.1,8.93,-0.17
2213,Dosing Default,05:18,05:18,Trough [02-09-100],12.24,9.79,9.84,9.84,9.49,-0.35
2214,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2215,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2216,Dosing Default,05:18,05:19,Trough [02-09-101],12.24,9.79,9.71,9.71,9.64,-0.07
2217,Dosing Default,05:19,05:19,Trough [02-09-102],12.24,11.63,11.82,11.82,11.33,-0.49
2218,Dosing Default,05:19,05:19,Trough [02-09-103],12.24,9.79,9.7,9.7,8.87,-0.83
2219,Dosing Default,05:19,05:19,Trough [02-09-104],12.24,9.79,9.83,9.83,9.52,-0.31
2220,Dosing Default,05:20,05:20,Trough [02-09-105],12.24,11.02,11.44,11.44,10.75,-0.69
2221,Dosing Default,05:20,05:20,Trough [02-09-106],12.24,11.63,12.08,12.08,11.36,-0.72
2222,Dosing Default,05:21,05:21,Trough [02-09-107],12.24,8.57,9.26,9.26,8.76,-0.5
2223,Dosing Default,05:21,05:21,Trough [02-09-108],12.24,6.73,7.19,7.19,7.08,-0.11
2224,Dosing Default,05:22,05:22,Trough [02-09-109],12.24,9.18,9.14,9.14,8.24,-0.9
2225,Dosing Default,05:22,05:22,Trough [02-09-110],12.24,9.18,9.74,9.74,9.41,-0.33
2226,Dosing Default,05:24,05:24,Trough [02-01-111],12.24,9.79,9.96,9.96,9.64,-0.32
2227,Dosing Default,05:24,05:25,Trough [02-01-112],12.24,9.79,9.85,9.85,9.76,-0.09
2228,Dosing Default,05:25,05:25,Trough [02-01-113],12.24,10.4,10.82,10.82,10.54,-0.28
